class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Down,0.392505974,0.872247756,0.153795496,0.93324995,0.39488557,0.864211977,0.149303168,0.962117016,0.396262467,0.86265105,0.149265304,0.949751139,0.397640377,0.861092389,0.149101242,0.955842435,0.392889023,0.866713047,0.166842565,0.974353611,0.392811984,0.8670941,0.166888669,0.973178029,0.392766505,0.867475629,0.166736409,0.978666365,0.406754404,0.856125057,0.134977952,0.966023445,0.399407804,0.864736557,0.214920133,0.988049567,0.399644345,0.873385549,0.147718996,0.954164982,0.396242082,0.876436889,0.170587257,0.965490699,0.434271634,0.854055762,0.056823526,0.986164451,0.410846233,0.88710171,0.219182581,0.984520495,0.413086414,0.882625401,0.076301254,0.278600186,0.391846508,0.915112615,0.133707926,0.345418811,0.391063869,0.882471442,0.214025974,0.12332572,0.366824001,0.876516223,0.050198514,0.232587725,0.388434201,0.884112775,0.2226028,0.107523426,0.362798959,0.869309723,0.050660722,0.217561543,0.394004375,0.881158769,0.227202699,0.112495251,0.36568898,0.867182851,0.060668986,0.206557468,0.393955171,0.882300794,0.220464304,0.108496882,0.367946476,0.867846906,0.05154857,0.195815176,0.542896628,0.917436481,-0.041153125,0.992047727,0.506442606,0.940606594,0.040849708,0.996014595,0.617563844,0.950859249,-0.203146935,0.617804945,0.4164415,0.97840023,0.012831622,0.374509424,0.549386144,0.971838415,-0.002208943,0.156745344,0.482222527,0.98001951,0.015986545,0.140543878,0.536365449,0.969672859,0.018814327,0.251303911,0.492163599,0.97392875,0.017813554,0.174059659,0.546765745,0.991526663,0.033004347,0.160992458,0.501411021,0.997184575,-0.036514886,0.152597383
Up,0.538225472,0.941115916,-0.651204407,0.940905273,0.547118306,0.933096707,-0.66392231,0.958197951,0.552281559,0.932030201,-0.663976789,0.946533024,0.556601524,0.930611789,-0.66407311,0.954248369,0.532847703,0.929864228,-0.684077322,0.976575136,0.528118432,0.926763058,-0.68427372,0.975611031,0.524043679,0.923813462,-0.684508443,0.980697393,0.559129596,0.9165169,-0.619847417,0.959992886,0.51869899,0.908296585,-0.707576811,0.986673534,0.541012287,0.939554691,-0.619079173,0.952597022,0.524140596,0.935006261,-0.645000994,0.965296686,0.576804519,0.873096466,-0.508991599,0.985857189,0.458310574,0.883873343,-0.607972503,0.984952092,0.630966365,0.91632694,-0.374130785,0.254633904,0.382437736,0.945982397,-0.590972245,0.415037036,0.614407599,0.956909657,-0.356117725,0.102172293,0.359755367,1.017213464,-0.64964956,0.266715944,0.625453472,0.960020423,-0.392509162,0.089105733,0.348258317,1.035457253,-0.715107262,0.230143696,0.609438419,0.959536016,-0.407666653,0.093596391,0.365649462,1.034669518,-0.731951833,0.217149884,0.598941207,0.961413741,-0.363775045,0.09048485,0.371763676,1.028875709,-0.660558522,0.191956326,0.478785485,0.875616908,0.055561684,0.991851389,0.429555684,0.87710011,-0.055470373,0.996218622,0.439170837,0.883235335,0.453385055,0.506561995,0.40075013,0.885931194,0.383121312,0.344218016,0.398532599,0.866431594,0.951899529,0.13690868,0.371810615,0.864407361,0.856998324,0.186062559,0.389819473,0.857218266,1.00334239,0.217783153,0.372661352,0.855804741,0.904972851,0.203774557,0.393858016,0.885099232,0.94212532,0.147905886,0.363773286,0.891329467,0.844774723,0.18400681
Up,0.553433776,0.867184222,-0.479492158,0.979540408,0.557483017,0.85773474,-0.479131877,0.979330719,0.559877455,0.856034756,-0.479240745,0.976275682,0.562171817,0.854410708,-0.479402244,0.981228709,0.548469424,0.860633194,-0.496333748,0.989709437,0.545411527,0.860524952,-0.496374875,0.989318013,0.541619301,0.860146165,-0.496449172,0.991705,0.556543767,0.842973292,-0.415123314,0.978985012,0.529722452,0.850302756,-0.49402079,0.989628077,0.546247542,0.860959172,-0.447376728,0.979812562,0.539970338,0.86301285,-0.470623821,0.983303249,0.557140052,0.802673876,-0.307246357,0.995117247,0.459425747,0.850419581,-0.434185266,0.992041588,0.588728309,0.862638474,-0.222901493,0.478710771,0.409035146,0.90770191,-0.434792906,0.697000563,0.602898717,0.891573787,-0.254784942,0.311360747,0.376015991,0.958054006,-0.483270913,0.641145527,0.617909074,0.891471386,-0.286298066,0.332764268,0.364799649,0.975057542,-0.541994274,0.617105842,0.609670043,0.894610822,-0.310011059,0.326270044,0.375767231,0.976425648,-0.55230397,0.608106077,0.598767161,0.897636771,-0.266575724,0.292279571,0.385549307,0.961271167,-0.492873758,0.568133771,0.456630498,0.801750779,0.04558295,0.997151494,0.412071913,0.816872895,-0.045547295,0.998543441,0.4593409,0.882222474,0.301518053,0.295955896,0.403072029,0.875537992,0.212678626,0.234034464,0.427162498,0.874964535,0.672068715,0.201501206,0.375876486,0.865490079,0.567187428,0.386502236,0.421274811,0.868896484,0.711555779,0.310779154,0.372114331,0.85978955,0.603873372,0.408141315,0.424402416,0.894865215,0.691458881,0.156348452,0.371006161,0.885653138,0.563928545,0.204412565
Up,0.547923744,0.945427597,-0.661750615,0.97817868,0.552716076,0.938002884,-0.672489285,0.976311445,0.556567609,0.936447322,-0.672631323,0.972797692,0.560746014,0.93462342,-0.672802985,0.97958678,0.541329622,0.936765075,-0.690427125,0.988771379,0.536963165,0.934111178,-0.690524101,0.988007724,0.533336341,0.931681991,-0.690668702,0.990876675,0.563873172,0.917661667,-0.601865172,0.973960996,0.524255633,0.91744709,-0.68030268,0.98456192,0.552331567,0.942275345,-0.6196931,0.977153957,0.53838104,0.939936519,-0.643150985,0.98184073,0.601406932,0.859454632,-0.438723177,0.995059192,0.451914757,0.894951522,-0.560141802,0.990956604,0.598232925,0.889737666,-0.250077754,0.447390139,0.365560114,0.971449971,-0.528165758,0.714764297,0.582988083,0.95318979,-0.252372056,0.298763156,0.36266616,1.028338552,-0.603942096,0.660610676,0.595628917,0.961824954,-0.28914389,0.324832946,0.355644464,1.047274709,-0.681102276,0.635317206,0.580114245,0.967598081,-0.327980191,0.321228832,0.375427097,1.042346716,-0.701031506,0.626279593,0.568884254,0.96614778,-0.267184615,0.285166025,0.38021034,1.034356356,-0.617563367,0.578689992,0.473429978,0.849662244,0.059688576,0.996928513,0.406922251,0.855111182,-0.059462655,0.998355389,0.456668466,0.91086334,0.410263866,0.26984024,0.396864951,0.901946485,0.302811235,0.229939505,0.404391229,0.867957413,0.907837689,0.188594282,0.359586716,0.868276298,0.76231426,0.391843736,0.395501167,0.855317771,0.962781549,0.290717244,0.35175404,0.85462141,0.812019467,0.409200341,0.398507029,0.889098525,0.945870101,0.144797713,0.36258474,0.895677447,0.779199541,0.204671949
Down,0.557992518,0.975906014,-0.394669861,0.98229903,0.563676238,0.968798816,-0.403287947,0.979050219,0.567148864,0.965462029,-0.403410107,0.976348758,0.570320368,0.963823974,-0.403518051,0.982225776,0.554632485,0.969737947,-0.417541683,0.990662038,0.551128983,0.968689978,-0.417594999,0.990136981,0.548793972,0.967694879,-0.417712748,0.99242264,0.570748746,0.948683739,-0.372671157,0.977156281,0.541870236,0.956923187,-0.436638504,0.986252606,0.555191517,0.966876447,-0.373403817,0.979948759,0.54805249,0.9669649,-0.392082959,0.984788239,0.580569923,0.906118214,-0.306653172,0.995391071,0.476834327,0.928705752,-0.381186634,0.991279244,0.607251525,0.954091668,-0.216161504,0.410545528,0.4036071,0.963560402,-0.369607031,0.648890436,0.614712894,0.996740699,-0.199780926,0.244770199,0.36518243,0.998507202,-0.420636982,0.608794987,0.629932523,1.001434088,-0.228054315,0.267668843,0.352932483,1.004756212,-0.471283585,0.584880054,0.618319213,1.001036406,-0.243034691,0.264615268,0.362365484,1.004494071,-0.488128334,0.5696069,0.606413364,1.001242995,-0.206805632,0.235371113,0.368208885,1.001833797,-0.432124853,0.519706964,0.475795686,0.884012222,0.041445024,0.996718943,0.426567405,0.895276487,-0.041395344,0.998353004,0.44172138,0.903705299,0.314365357,0.28487137,0.406389862,0.900784612,0.242832825,0.211547464,0.406380326,0.879909933,0.66294086,0.164368704,0.379407078,0.869035184,0.57218045,0.38233605,0.399828851,0.871548474,0.700651109,0.263021737,0.373432785,0.857262731,0.606632352,0.413551629,0.39588514,0.896547377,0.683533072,0.12220902,0.370773166,0.887631297,0.570779145,0.18573758
Up,0.530200064,0.831391692,-0.35435757,0.988136411,0.53600806,0.827613175,-0.359132707,0.984937906,0.537730634,0.827129006,-0.359256685,0.981690824,0.539428234,0.826691628,-0.359410286,0.987508237,0.530734301,0.826373398,-0.37376377,0.993854702,0.527792335,0.821373403,-0.373817503,0.993046701,0.523530722,0.8214221,-0.373871267,0.994890988,0.539226234,0.813879669,-0.331674427,0.9810763,0.518390119,0.812362194,-0.395781338,0.989401042,0.526663959,0.826333642,-0.33599779,0.985511601,0.521936238,0.824650466,-0.354979992,0.989690959,0.536410809,0.780447602,-0.260552227,0.996603429,0.469243467,0.794488907,-0.358746797,0.993319869,0.540678322,0.820732594,-0.193233177,0.348375648,0.41784665,0.857183576,-0.341875494,0.765993536,0.535140634,0.86115855,-0.195971385,0.181458876,0.41210109,0.921429515,-0.361129999,0.725566268,0.539384961,0.864923596,-0.216111436,0.201412439,0.406659395,0.935926795,-0.404824197,0.677679598,0.535161078,0.86718452,-0.233533889,0.203444809,0.42040351,0.936396897,-0.410396516,0.661719143,0.529893756,0.867469132,-0.203763798,0.176018432,0.423855722,0.929806054,-0.366857678,0.591494441,0.453777105,0.79834789,0.034151796,0.996786714,0.421077907,0.799866259,-0.033994384,0.99834758,0.440200955,0.847847879,0.25206247,0.187476575,0.392569393,0.839842677,0.189435199,0.224767938,0.412454069,0.860718727,0.531612635,0.132239416,0.360946,0.851807714,0.44884032,0.423931628,0.406624764,0.857460439,0.560592234,0.2074503,0.355086148,0.848580182,0.474053055,0.413133711,0.407542616,0.888056397,0.534039736,0.10196656,0.355624467,0.880778015,0.429807037,0.234151766
Up,0.540020943,0.837051868,-0.395562559,0.989261091,0.543984056,0.831020474,-0.397713125,0.986352086,0.545505106,0.829785049,-0.397822082,0.983380437,0.546987474,0.828651369,-0.397958368,0.988690555,0.539606273,0.828073204,-0.415301025,0.994437158,0.535662234,0.830708861,-0.415386438,0.993694544,0.532902241,0.830058217,-0.415467024,0.99537313,0.545090556,0.813670099,-0.357543945,0.98280549,0.521056175,0.81594497,-0.434961289,0.990367293,0.534097016,0.831677139,-0.372654587,0.986872077,0.528905809,0.831826627,-0.395429075,0.990671575,0.534419656,0.780147493,-0.276155859,0.996823609,0.464881212,0.805837035,-0.397874802,0.993936777,0.537356973,0.817619026,-0.178312212,0.325501651,0.420776427,0.868307412,-0.384571463,0.780622602,0.54414314,0.865628362,-0.17449376,0.168370932,0.413819015,0.938815117,-0.425114602,0.743797541,0.5538885,0.870388031,-0.196852818,0.188006654,0.406847209,0.960910261,-0.477619141,0.693442702,0.549454629,0.87419039,-0.221376404,0.190677226,0.422268867,0.960766971,-0.485027313,0.677242577,0.541803896,0.874733865,-0.184573159,0.164603591,0.425852954,0.953708529,-0.431842357,0.606001735,0.449994594,0.797175765,0.040517397,0.996912181,0.413694888,0.800431073,-0.040431939,0.9984743,0.447648048,0.838474274,0.294537842,0.171343863,0.39645648,0.847977817,0.208711833,0.220689535,0.422162086,0.844728291,0.607690811,0.123860717,0.367470115,0.845956385,0.511621058,0.420388699,0.414695829,0.840926349,0.64164561,0.197255895,0.361978203,0.839393795,0.542451501,0.409603953,0.425071061,0.870891154,0.625740886,0.095421709,0.364915937,0.871722221,0.510681689,0.231730938
Down,0.550460279,0.945752561,-0.73189944,0.990341008,0.556348383,0.934811115,-0.735212505,0.987537503,0.560216784,0.933211803,-0.73536092,0.984649479,0.564242899,0.931414604,-0.735582829,0.989718735,0.544219494,0.932987273,-0.752419949,0.995067358,0.539399683,0.929900587,-0.752557397,0.994357407,0.53521955,0.926902652,-0.752682388,0.995917916,0.564599872,0.914981365,-0.637429416,0.983713984,0.524481475,0.910358846,-0.712917626,0.99113369,0.552441239,0.94556725,-0.682156622,0.987935662,0.539748847,0.943329394,-0.704555809,0.991617799,0.592855096,0.859876633,-0.458012879,0.996989131,0.443214625,0.904022574,-0.58518821,0.994109094,0.592454731,0.904958189,-0.232992753,0.3134875,0.366569996,0.970263481,-0.518113256,0.811088443,0.584199011,0.958660007,-0.193570733,0.160524741,0.333771139,1.039178729,-0.571312249,0.771322548,0.597757161,0.961073577,-0.223141432,0.183080703,0.318827897,1.060246587,-0.641519547,0.72265923,0.579682052,0.965928912,-0.25506261,0.186596587,0.336203635,1.058213711,-0.663876057,0.706890643,0.568175018,0.967442453,-0.204484507,0.157366082,0.345361799,1.049597263,-0.584327877,0.629762769,0.479755461,0.839387476,0.0535537,0.997061968,0.414776832,0.854480088,-0.053288776,0.998450577,0.44892177,0.892353952,0.412971228,0.144163862,0.399859458,0.877001345,0.332094133,0.20525451,0.405677021,0.864501655,0.929096401,0.112374425,0.367220938,0.861803353,0.80237186,0.430648178,0.396955222,0.854329944,0.987060845,0.184281215,0.359324604,0.849186242,0.852945685,0.42174229,0.405476302,0.893539906,0.967374444,0.082968161,0.373068184,0.896565974,0.802755058,0.218763247
Down,0.555219114,0.974665225,-0.300987214,0.990880489,0.564511359,0.968494713,-0.307793945,0.989318907,0.565949738,0.966758132,-0.307810456,0.987882972,0.567572832,0.964948475,-0.30789724,0.991251767,0.55927062,0.971621335,-0.323226273,0.99320215,0.558138728,0.97152108,-0.323270351,0.992327392,0.557313979,0.971481025,-0.323371738,0.993947625,0.564946711,0.952341199,-0.287292957,0.98787719,0.551866591,0.964899063,-0.356657058,0.991500318,0.548592627,0.967898071,-0.284611285,0.989439785,0.54813695,0.968221366,-0.30492577,0.992264569,0.551950693,0.91399622,-0.218431979,0.996440887,0.477163553,0.946156442,-0.330163747,0.994046271,0.549040794,0.939714789,-0.10904976,0.326693326,0.415096939,0.965017498,-0.343164772,0.747822404,0.564144611,0.980308831,-0.064443007,0.197095394,0.371528178,0.985077798,-0.38241449,0.679917097,0.577086568,0.984948277,-0.075147264,0.22181277,0.366759628,1.005303025,-0.426472515,0.651571155,0.573028862,0.991188407,-0.100808516,0.225005656,0.374579608,1.004914641,-0.439281076,0.638928533,0.56388557,0.991511941,-0.073638633,0.198237985,0.379852504,1.002456546,-0.390346676,0.570187569,0.437477559,0.893708169,0.043183528,0.993970513,0.404206097,0.919235051,-0.043253426,0.996938109,0.455768108,0.888572991,0.28445062,0.160039604,0.416612804,0.919689,0.171081707,0.204161346,0.405880183,0.864810586,0.573395312,0.115999989,0.384942859,0.884329021,0.478998214,0.430626512,0.395242929,0.858996093,0.603980958,0.19658342,0.378705889,0.872586548,0.511915565,0.450566083,0.406110227,0.875234187,0.607842088,0.06186993,0.38637951,0.893387973,0.518674135,0.172602847
Down,0.566534758,0.955396593,-0.718304515,0.991778433,0.567334473,0.94735688,-0.703054726,0.99034977,0.572380722,0.943034768,-0.703036726,0.989029169,0.575837672,0.941497505,-0.703064024,0.992076457,0.563186884,0.946493924,-0.729490578,0.993876278,0.558731556,0.944784224,-0.729650199,0.993087471,0.560938418,0.942807615,-0.72982204,0.994548261,0.573507786,0.927621186,-0.566188037,0.988950193,0.548944414,0.926520944,-0.686048806,0.992343366,0.56341207,0.952065647,-0.658885658,0.990398467,0.558642864,0.950970352,-0.693623245,0.993007302,0.576742291,0.902252495,-0.373040348,0.996597528,0.493284374,0.938176095,-0.57800895,0.994530618,0.592410386,0.927397728,-0.238746867,0.323855817,0.427045822,0.956229806,-0.598450541,0.76755476,0.599444807,0.950567365,-0.230523571,0.20750317,0.374553829,0.991073132,-0.6583184,0.707198322,0.609045684,0.950631559,-0.249113008,0.228091747,0.35752973,0.999254584,-0.717600346,0.678152084,0.603344917,0.954590201,-0.284694344,0.2341616,0.365768135,1.00243485,-0.730533898,0.666120589,0.59646827,0.958215117,-0.245505497,0.208393082,0.373429954,0.999485016,-0.666918397,0.59607023,0.470119447,0.9069224,0.061485421,0.993870616,0.433867872,0.925456464,-0.0614716,0.997013092,0.480631679,0.894668281,0.304435492,0.152794346,0.466415465,0.923084259,0.085786499,0.24454686,0.418189377,0.867057621,0.638146937,0.118384935,0.402806759,0.890682578,0.377866596,0.449300736,0.408524901,0.862666488,0.670372069,0.193574622,0.397206366,0.881654739,0.406578988,0.463667899,0.406918615,0.865117192,0.632128894,0.081933826,0.3815597,0.893173516,0.361066818,0.217786923
Down,0.557831168,0.934781909,-0.707876861,0.993076742,0.560380816,0.926091373,-0.712535918,0.991325557,0.563944101,0.92400825,-0.712643445,0.99018538,0.566619515,0.92224896,-0.712801635,0.992598534,0.552558422,0.926782548,-0.72713536,0.994848847,0.548290849,0.925311387,-0.727291524,0.994240701,0.542600513,0.923190713,-0.727435172,0.995436966,0.570438683,0.908478677,-0.687011123,0.989976466,0.533470094,0.907635629,-0.68758142,0.99359864,0.559437454,0.932984412,-0.660693109,0.991175473,0.548152685,0.934300721,-0.680140436,0.993667781,0.583813012,0.875254273,-0.443370551,0.99684608,0.475069582,0.900492609,-0.55526036,0.9948017,0.622430265,0.909487188,-0.254654795,0.327949584,0.401237041,0.946172416,-0.528524041,0.782682776,0.614843369,0.944510341,-0.142359763,0.198494002,0.36465624,0.985812545,-0.559230268,0.739023209,0.6269117,0.94411546,-0.156532288,0.221086755,0.347016186,1.001889348,-0.610825479,0.705897748,0.610927105,0.948314846,-0.178008959,0.228833839,0.360593498,0.999256432,-0.631735265,0.691362083,0.600852013,0.951678455,-0.148986965,0.201855496,0.366844505,0.994538426,-0.570612073,0.609082639,0.490701169,0.874647319,0.031525198,0.994811356,0.464806378,0.883768678,-0.031588681,0.997475386,0.442532152,0.879352987,0.391366094,0.194552734,0.410460472,0.884714246,0.329840332,0.262921542,0.403585583,0.882024825,0.850682259,0.188286081,0.377625704,0.876350045,0.764920294,0.51565218,0.394319087,0.881285071,0.898790896,0.253749818,0.371996254,0.870551467,0.810156703,0.509997129,0.400828421,0.885828197,0.855639875,0.137222022,0.371205956,0.884842873,0.75538063,0.269594401
Up,0.539521933,0.852689743,-0.850175977,0.971532702,0.545758784,0.844570816,-0.847661197,0.957613468,0.549196661,0.843003154,-0.847736239,0.946026981,0.553387761,0.841023505,-0.847891748,0.962387204,0.534711719,0.843323171,-0.869990408,0.986156702,0.530906558,0.841083467,-0.870193481,0.985274196,0.527632773,0.83900255,-0.870344996,0.989686668,0.552820385,0.82892704,-0.727361023,0.936902821,0.519621909,0.824802101,-0.830064118,0.979201496,0.538291752,0.851961911,-0.791499197,0.946901083,0.528572083,0.850115418,-0.822965026,0.96617943,0.55846101,0.800453544,-0.544960678,0.990157008,0.461178035,0.812138617,-0.704340279,0.990645111,0.578707397,0.840300977,-0.379401505,0.233712211,0.397328556,0.877494931,-0.6905424,0.737259269,0.570735872,0.886656761,-0.373498589,0.120918229,0.412946492,0.973439157,-0.76371038,0.615584135,0.578109145,0.887712419,-0.411709517,0.134182885,0.402542382,1.000856876,-0.845906198,0.550554752,0.570743203,0.888021886,-0.439418525,0.139347464,0.426217496,0.995042145,-0.854675412,0.531562924,0.563572347,0.890052259,-0.386414558,0.123290464,0.428933114,0.988394797,-0.772292018,0.431297988,0.460591733,0.820314109,0.052980769,0.987436175,0.417812198,0.814346015,-0.05286542,0.995445967,0.430440456,0.845232546,0.482231438,0.120888293,0.397073895,0.840964496,0.395485908,0.195347175,0.398527324,0.855090141,1.0277493,0.1213376,0.368333757,0.848013997,0.925091624,0.415650159,0.390192598,0.850225449,1.083908677,0.167145729,0.361130238,0.841914535,0.977543354,0.393816501,0.398081452,0.878559887,1.007046461,0.103404284,0.373767346,0.886678219,0.883701265,0.250454634
Up,0.542435944,0.859541416,-0.636516273,0.974168837,0.551399887,0.850880921,-0.639355481,0.960490108,0.555353343,0.849768937,-0.639457405,0.947926998,0.559010029,0.848515928,-0.639671743,0.965866208,0.53698194,0.847818732,-0.656346858,0.986339211,0.531606793,0.844627678,-0.656458437,0.984523058,0.526732385,0.84080857,-0.656560719,0.989647567,0.56030333,0.836907089,-0.563625872,0.938464463,0.518800974,0.824211538,-0.639513075,0.978827715,0.54405576,0.860618293,-0.596466899,0.953692615,0.528799534,0.856466591,-0.61886847,0.971434534,0.569307685,0.831475556,-0.453798532,0.991129041,0.46402961,0.805687308,-0.538057148,0.990167737,0.60475415,0.904086411,-0.399178207,0.301979452,0.395002663,0.855301857,-0.53095901,0.738281906,0.615190446,0.977075577,-0.446408838,0.153042749,0.388577431,0.933115661,-0.596992314,0.589829326,0.6328125,0.989201248,-0.488682032,0.156513914,0.367165893,0.945869565,-0.656710029,0.51614821,0.621313691,0.991559505,-0.514294624,0.167266324,0.383721501,0.948530793,-0.671827018,0.500591099,0.608255088,0.987726629,-0.460772187,0.149906486,0.388509095,0.944574773,-0.608020723,0.408688486,0.479431123,0.835523188,0.037279885,0.986494482,0.435713321,0.822562754,-0.037158538,0.995187938,0.461213261,0.870341599,0.383220583,0.107152969,0.414377362,0.84953928,0.325026989,0.208047479,0.429645807,0.870827973,0.797769427,0.110499233,0.392159164,0.852614105,0.724298835,0.380189717,0.424409121,0.865614533,0.841161311,0.145129219,0.38872686,0.846859574,0.763872802,0.331977189,0.421247631,0.8947348,0.78966701,0.110962071,0.387580246,0.885956466,0.698666096,0.256564856
Up,0.545025826,0.87472719,-0.891317427,0.973167181,0.553023934,0.864679515,-0.89641875,0.954938412,0.556838036,0.86335361,-0.896521628,0.939118505,0.561209083,0.861362278,-0.896730125,0.960254729,0.539306343,0.86343056,-0.914506793,0.984481394,0.534131169,0.860534191,-0.914635837,0.982201934,0.529011905,0.858356476,-0.914833724,0.988200665,0.561950743,0.849273503,-0.787019789,0.924725592,0.521228313,0.844091475,-0.866077781,0.978468657,0.547341466,0.876636803,-0.834517539,0.955177784,0.533281803,0.872519314,-0.85773176,0.972437382,0.586134434,0.846398473,-0.609110177,0.992204905,0.472414941,0.832469106,-0.727632999,0.990590692,0.634333313,0.91419071,-0.555325389,0.3356224,0.398086041,0.884409428,-0.727882326,0.682264566,0.642319322,0.982113302,-0.633023083,0.156227738,0.37136814,0.947478354,-0.8040995,0.529285133,0.659273624,0.99169594,-0.686916053,0.152103797,0.351298273,0.956100106,-0.876112044,0.455277473,0.646597207,0.993289828,-0.719250977,0.167946875,0.370702714,0.959539473,-0.901879847,0.43976301,0.63423413,0.991268039,-0.651467681,0.149883837,0.376022249,0.956396699,-0.819610059,0.354688793,0.482402593,0.864228427,0.04057432,0.988203347,0.442705333,0.850675762,-0.040478226,0.995527387,0.436638534,0.867693722,0.470601231,0.095864221,0.409242392,0.8590644,0.401548237,0.209455848,0.404297531,0.871150434,1.005446553,0.106645301,0.378629178,0.859249294,0.928036094,0.375555962,0.397879452,0.868217945,1.058808923,0.134708956,0.376056165,0.853974402,0.979712486,0.314329594,0.39630124,0.887001872,0.965931535,0.124482423,0.36649546,0.895717561,0.879681706,0.271065325
Up,0.553091168,0.908734679,-0.840466619,0.968568265,0.55583173,0.899402142,-0.849498391,0.932470918,0.559704006,0.897700191,-0.849524081,0.915210783,0.563342154,0.896133304,-0.849633217,0.927709639,0.545293689,0.901064873,-0.859139085,0.98074317,0.542321146,0.901411474,-0.859366477,0.98052156,0.539068818,0.901334107,-0.859666407,0.986854434,0.569379151,0.88417244,-0.745663285,0.90368253,0.53757304,0.890648782,-0.785705745,0.979551375,0.555878401,0.904348195,-0.785547793,0.949049294,0.542045891,0.907614172,-0.797154248,0.968669891,0.593237698,0.857024252,-0.5465042,0.991953433,0.487907261,0.891085327,-0.632595599,0.991895854,0.640426457,0.875531077,-0.325805247,0.308957875,0.413675964,0.949577332,-0.594674945,0.703087509,0.614456475,0.902683556,-0.185414299,0.128874645,0.37024039,0.982555509,-0.591593623,0.571479797,0.615821958,0.900254071,-0.194828317,0.125187784,0.352979749,0.987134457,-0.641088486,0.484906942,0.599260867,0.909223914,-0.216908306,0.138618141,0.368285209,0.986466527,-0.671997488,0.471330017,0.594316006,0.913559556,-0.191184089,0.124045566,0.37383157,0.984608173,-0.605621457,0.37667641,0.490963697,0.877559662,0.040313095,0.989802182,0.452722132,0.88178736,-0.040002722,0.996095717,0.43231675,0.869154334,0.416269869,0.087995626,0.404426575,0.876023948,0.362484455,0.206400812,0.399053067,0.869280517,0.876536727,0.111288644,0.375719368,0.870954156,0.80342865,0.381946057,0.389746815,0.86836952,0.92135942,0.141461849,0.373936236,0.864638627,0.848695695,0.313640833,0.399551332,0.868396342,0.860916495,0.124820478,0.371624529,0.894846857,0.782759726,0.274214596
Up,0.565110326,0.951774597,-0.715637088,0.969504654,0.569644332,0.940018654,-0.721458852,0.929773331,0.574011981,0.935845494,-0.721495748,0.913656116,0.576547146,0.931739032,-0.72143364,0.923047125,0.559149325,0.945484281,-0.74087888,0.980694592,0.555351377,0.945198178,-0.741229475,0.981384575,0.551927507,0.943425,-0.74152565,0.987042129,0.571709454,0.918964326,-0.645416319,0.903921664,0.539801359,0.930304527,-0.733190954,0.980425417,0.566162348,0.950321317,-0.678703606,0.951843679,0.552590489,0.955772996,-0.703579545,0.970626175,0.587789059,0.876611829,-0.493949115,0.992177427,0.472461909,0.926966012,-0.610604644,0.992456496,0.628590882,0.921865284,-0.324475348,0.283797592,0.375989735,0.968135297,-0.557253003,0.71132946,0.589744687,0.974949181,-0.287751466,0.111130901,0.350627214,1.018639207,-0.586135268,0.601539075,0.595135808,0.97982043,-0.316138089,0.106515042,0.336384863,1.022720814,-0.645418763,0.505773544,0.573451161,0.955592036,-0.334762394,0.11876642,0.350880623,1.020880818,-0.669358194,0.493385285,0.567509055,0.959529459,-0.295098275,0.106283039,0.357536942,1.020402074,-0.59944886,0.386821628,0.478275359,0.898191869,0.050651226,0.989521563,0.431712776,0.923683107,-0.050439473,0.99611932,0.441593498,0.899222434,0.444890738,0.074620485,0.39861697,0.919605792,0.383013934,0.192840606,0.400757134,0.872512937,0.920268655,0.097803473,0.372939318,0.879321277,0.827418625,0.376998305,0.393724948,0.865600169,0.970467865,0.128205404,0.369289935,0.866581798,0.874720752,0.303709596,0.395201534,0.878910482,0.927138269,0.11256884,0.37400955,0.901324689,0.819407463,0.268480808
